item_id,item_price,product_type
B5642,636.5,D447
B12297,560,E802
J2023,1564.5,I004
J1387,2848,E702
E9581,2483,J780
B08926,3836.5,B0484
C3188,298.5,D412
B09591,1600,H885
B24980,6,C31
B20667,1146,H791
B00910,18876.5,D593
B18601,5696,B857
F1770,146.5,E850
B01843,1593.5,F72
H1416,1119.5,E484
I896,7616,H027
D031,464,D844
F8189,576,B110
B13058,828.5,G582
G8939,956.5,B0208
H6638,384,B396
F825,3132.5,D861
E7812,796.5,I034
F3705,316.5,C874
E1399,1091,I506
E299,2723,D434
B3321,1232,J533
E0173,1600,B0396
B21009,444.5,F251
J8307,2995,G607
D0939,380.5,J141
C1993,1756.5,G579
E8226,2396.5,E229
B20079,478.5,B961
F6731,2055,B986
B4253,380.5,H291
B10241,1600,H351
H6248,476.5,F251
B24376,896,G014
D1361,441.5,C944
C5855,4672,D874
C4234,2777.5,F065
G4935,6768,D660
B10780,992.5,F163
E4780,1356.5,C781
H9787,111.5,C874
D4817,512.5,F138
B10156,1320.5,B0485
I2874,1052.5,F386
J374,11456,D47
B31782,2128,F578
C9355,6617.5,F410
E1473,956,H049
B6959,1449.5,G0
D9102,28480,E986
F0387,569.5,H885
B05184,665.5,E91
B07242,2496,D21
I7566,6688,J172
J4159,489.5,D644
H2813,3040,H392
B02724,956.5,G870
D6751,9568,H40
B21769,627,B427
I2228,230,C874
C182,742,E91
B25565,160,I259
F6370,132451,G005
H9458,2208,J860
F5667,2108.5,D055
I8594,6718,F036
I1768,60.5,I351
B2841,6016,G077
B26509,1024,B0316
G3966,64000,B909
J9430,1913.5,B0412
I010,515,H513
D7216,1600,F526
F1359,6707,G48
B17443,11376,C099
G4902,2528,J144
G8647,185.5,J07
F5286,25568,H551
J106,1108,F609
D77,285,C874
B04224,785.5,C159
C880,1296,C328
B01983,1152,I471
D461,284.5,B82
J7699,24256,H551
E4103,4288,B73
I4483,1354.5,C487
B2877,3008,B63
G9787,1136,F622
B23330,960,B128
B09326,5662.5,I512
B07058,860.5,H885
B07460,1440,G718
J5199,1273.5,I517
D3413,656,H363
C8293,800,G747
F4120,1120,I639
C6351,3110,H791
F0237,9561.5,B168
G6721,2563,I768
B19394,48960,J189
F2261,348.5,G186
E1227,48,C994
I8218,257.5,C111
D7916,192,C015
H9234,604.5,I661
D0268,2940.5,D934
G5299,899,H769
J2064,92.5,H03
H2318,1888,D055
B07050,1008,B224
J2872,27488,G239
I3742,7795,G357
C0417,245.5,D844
J1842,1117,H736
J9273,6400,B0149
D6363,987.5,G995
G9218,33926,D184
D6423,1382,G095
H5156,1568,F075
C6411,1368,B252
H5855,32000,H207
D3449,422,B446
H5162,680,G226
H6361,1049.5,E556
G9435,636.5,D477
B16132,864,G673
D2689,720,H901
B15539,1884.5,C344
B02081,1465.5,I121
G0095,1437,F032
E9596,19360,C725
I5652,2240,E279
F967,3904,F193
H6800,2556.5,J375
C2856,2908.5,E967
I2413,1980.5,F935
E6319,4864,C761
J3189,1548,J943
B02074,119808,G867
F9990,1529.5,J397
B24701,1168.5,J86
J3223,760,F609
B22289,2169.5,I121
E1212,11968,E049
H2571,1276.5,D328
C9455,142,D603
H5578,7641.5,B0330
B25047,1568,F075
B28827,537.5,B713
F8017,1036.5,B0214
G0377,160,I738
B03947,1952,C896
J6191,4320,F469
B20364,153.5,J230
E6666,1353.5,F807
H5933,7168,G607
D0870,1760,B220
B18227,8729.5,H997
G6808,2032,J041
B737,1198,G825
D6924,2731.5,B688
B22745,2013,E927
B21677,2009.5,D495
B5247,1593.5,H791
J7346,460.5,H388
B27098,588.5,H982
C3062,460.5,H069
E0670,1401.5,C106
E9630,5016,C874
F8470,460.5,E484
I3233,1440,B961
B11593,153.5,E534
G1577,476.5,D628
B16006,1944,H452
B21299,12992,F164
B21883,504,F276
D9339,662,D685
D3040,7132.5,G702
I7874,128000,H207
B24803,5928,F091
B17385,1696,C874
E3911,1568,C625
C4202,956.5,I942
H7112,352,H766
B2765,9728,E701
B07455,473.5,G16
B0147,150,D113
E0537,5760,J174
B0758,1568,E227
G4824,35840,I110
B9412,252.5,F251
B25200,422,J495
B2059,636.5,E036
G2721,1532.5,C019
D5955,1785.5,I218
E3994,1060.5,B887
B4538,316.5,C633
B26403,316.5,F93
J6427,35840,E051
E9550,7200,G607
B26653,5088,D842
B25616,12768,I536
B10612,2080,I089
G1840,796.5,B0374
B02327,5657.5,F036
H6350,352,C106
E7165,1856,C735
B5212,5088,H077
I7653,956.5,F82
E3604,1804.5,I127
J6842,4704,E049
D2807,956.5,C874
I2720,864,B892
F2224,768,E93
H7652,537.5,J498
B1159,371.5,H233
F6709,2096,J041
B0779,284.5,J888
G2604,12190,F907
E3067,4768,I947
J6144,636.5,B479
F2290,979,C056
D1921,25686,F403
C9546,3168,B003
B15934,640,G814
B24773,10848,E755
H5962,152611,G005
B3390,4243,J259
F802,806,I93
C0956,3584,B845
B02786,5088,C152
B02078,2099,E458
H6894,672,H455
D1264,12000,H521
F3995,284.5,F609
G9235,2520,B946
B29185,857.5,I131
B03256,3637,G998
B17822,640,G041
H2751,38080,I817
J9610,7008,D928
B11562,1052.5,E337
F2024,953.5,C829
I3028,1296,D261
J8419,144,B457
F8628,1209.5,D399
B20515,726,F609
G7994,3488,C475
F2745,1920,E016
C9209,1222,J822
J8183,4226,C874
B7824,480,I518
F2168,1148.5,B406
B24908,316.5,J552
G4541,3456.5,E125
I5135,10744,I077
B03326,2992,B887
G8212,51,E91
F2028,8640,C421
B864,5088,C599
C9337,2400,I386
D0880,34880,J809
B12491,52096,H551
I4068,220.5,D055
F2422,1146,F422
C9433,793.5,F049
B7673,28537.5,F861
F1955,640,F853
I361,5956.5,F036
G4295,640,G764
G3761,1120,H885
B24403,560,F056
B23455,12480,I915
B00069,2947.5,C874
B23142,1434,B0412
F1193,1371.5,C874
B2249,137600,J604
B3397,4531,B76
H5638,1146,C826
B8949,1411,I315
C6890,476.5,C191
B14232,557.5,E169
D9756,1049.5,C106
G2783,2169.5,I121
B26632,2096,C289
F292,933,D265
B5175,1725,F94
B14843,1148.5,H933
D5483,4396.5,H205
B27946,2073.5,F231
G2104,5056,F469
B7831,889.5,F163
E0496,2810.5,C637
I0909,192,B457
D6186,908.5,H640
B4246,316.5,J995
B8524,82720,D642
B04878,265.5,C874
E7566,1984,G000
D0753,512,J321
F8461,4032,C417
B8193,992,G673
J4892,1876.5,I206
E3095,624,H998
B31125,144000,H521
E8136,108.5,C809
D7079,278,E534
I0379,1408,J636
J0111,265.5,D528
B32057,1164,H632
F9710,1081.5,F622
B20089,281.5,J07
E891,4800,F526
B25850,1024,B427
J2482,2224,C167
J3847,924.5,H393
E4647,47.5,J839
J891,26470,D009
J5300,1920,B0056
D2848,960,J170
B2908,96,B0443
J7362,620,H632
I2715,3168,B0424
B04349,3136,E757
G2065,720,H620
B17710,2200.5,C637
E0744,576,E93
H9546,2080,F437
J666,2080,J041
H7817,8800,I189
J7400,19168,B0097
G1734,89.5,E858
G0191,1256,J77
J3298,2176,B876
B04088,633.5,C751
C0490,1280,C09
B2830,1793.5,B876
H5508,4070,H608
C2709,256,I751
B05093,402.5,H233
D9309,1987,F571
G3528,828.5,B065
F1108,608,I579
B00879,13959,B0349
I9439,5408,B0083
B23346,633.5,G095
B32342,793.5,D48
B8255,259,J110
B03556,36665.5,F208
B5992,444.5,E18
J7959,272,F61
E4133,416,G815
H0749,569.5,C176
B2019,5472,B991
E341,588.5,D055
C0341,4310,D062
B3932,1398,H741
H0325,857.5,C839
B04611,1338.5,C065
B002,838,G751
H7912,8896,C559
D9640,668.5,H701
B12011,316.5,C056
G9070,2569.5,B0215
H1408,6537.5,G483
B27069,1823,C874
I1931,237,D399
D20,597.5,C111
D0483,530.5,H632
D1155,281.5,H071
E6679,288,B110
I9762,860.5,J839
I0926,4832,B617
B01135,403,F609
H0232,1622,F814
B8938,63328,D184
H9498,860.5,F622
C6750,41.5,J839
J9816,2553.5,G939
D1922,540.5,G673
H8868,1744,C466
G8046,140.5,D113
B9145,8364.5,B0099
B09507,3488,G827
C7615,832,C874
D3116,713.5,C08
B04737,188.5,D744
D736,768,B188
D8875,1785.5,H844
J6786,3888,B032
B5886,2729,E986
B26639,576,B961
C09,608,H400
E9723,345.5,B427
F1679,3456,F213
B11259,486,G436
E843,720,J593
B23821,3808,F251
F3722,288,J225
F2708,4128,I579
J5298,68800,H455
G1584,1146,H467
C1131,2401.5,G325
B22678,70560,B76
B9536,1936,C048
B02158,828.5,C780
J8264,863,D184
J6996,5684.5,F036
F263,24288,I052
F9931,8233.5,B0385
E3826,1139.5,E261
E6430,220.5,I558
E5965,2272,C642
E209,2528,C168
B8608,4433.5,F036
B23308,2092.5,D311
B29015,380.5,J141
C6477,2946,D184
B18316,284.5,B0472
B15355,5412.5,G825
C6446,269,H584
E6831,1248,E037
D5509,1725,F582
E3559,1411,D055
E925,1632,H422
B27299,14400,F014
H0888,1158,F409
D7249,816.5,J141
G8308,316.5,I411
B1968,1725,F343
B11583,537.5,B945
B24298,2097.5,B0220
F9938,956.5,G077
B03629,816,G191
C7100,1492,B923
G920,2099.5,H036
B25827,892,C487
D5049,3780.5,E261
B458,636.5,H430
D8612,588.5,D667
B14482,384,G387
D1829,3808,B193
B26224,441.5,J498
B9647,556.5,G433
F0364,2816,B923
D2167,1600,G266
E9160,4416,I323
J5707,2662,J008
B24354,5126,J774
H9125,380.5,G487
J4437,608,B961
J2222,152,C874
B18825,861,F426
E5531,3136,I642
B0058,33795,G483
G1243,3488,B919
H7431,668.5,B764
D9789,1024,G0
G2033,2176,E757
B3316,316.5,B269
I6723,4049,I833
H4699,2534.5,E585
J325,1056,B908
B00502,1120,C616
F0281,1921,I03
J6119,944,I007
B7283,2851,I315
B9749,544,B0385
J3900,323.5,C437
J4999,230,C874
B03758,38,C562
E6179,929.5,I988
H2498,764.5,C845
J9133,828.5,G517
D7944,2361.5,I121
H1562,480,H44
B01696,86,I351
H3605,4768,H551
E4708,8926.5,I324
I0323,2918,F622
G3706,1984,I189
F0939,4017.5,D197
D2256,3168,H284
F9953,7264,B0333
B22562,2208,D373
J6310,2160,F276
H1047,3600,D809
G7307,1972.5,E716
B21576,537.5,E955
B9814,2416,J041
G2832,1900.5,G939
C2001,459.5,I775
F6612,1206,C874
H553,2246,H127
B9207,1474.5,F622
G9985,2848,D517
H3785,7872,F161
I2145,1683,C994
B22104,483,F639
C0508,6048,B187
C9701,225,B0306
B06926,1040,F609
C87,30096,H777
I5634,2137.5,C167
D4225,403,D144
J6072,1180.5,B0097
H0817,2265.5,B900
F1921,3040,F407
B09075,24960,G878
F8920,700.5,G210
F1748,704,C814
G1872,8736,D874
G2657,1472,C829
C8771,1696,B0238
C5725,1489.5,B0220
C2453,361.5,I251
H9608,70368,J397
F5245,828.5,F251
I2764,7936,C874
F325,1056,B0092
B7173,4448,J34
D3016,1593.5,B0412
C5056,50560,G650
F8260,432,H267
D0893,796.5,D988
D4804,50880,F411
C749,208,F45
E5799,803,D062
I7826,7680,G827
D9358,8832.5,F26
B01957,864,E534
B27810,512,I78
D8116,1248,G003
J8464,678,H376
B26486,7936,E554
B01470,3168,E702
G0973,1152,H466
I0447,905.5,G323
F8743,851,F456
G8266,416,B457
E8903,2208,B0333
J0113,131,B969
F6740,1272.5,C874
E8370,6368,F276
H4780,1180.5,D800
H0692,2131,G131
H3895,1072,E20
I3698,1344,E90
J5137,569.5,F049
B18769,595,H399
G9304,448.5,C835
D9647,3584,H29
H193,34112,E328
E9747,8448,F059
J4384,1296,I579
J6693,1152,B961
C3088,2777.5,C048
G7980,206.5,G648
B00663,4896,C129
G6171,1376,I356
B20400,82880,J314
H1186,896,C106
G1028,99,D995
E5248,2864,E35
I1971,35100.5,C637
C7087,3360,I994
B09878,796.5,B820
B8337,1120,F921
B11775,11203,F536
B18668,857.5,H375
G4888,167,D399
H0021,112,C874
E438,287,J839
E5059,1152,G673
F6272,2448,B797
B24723,47641.5,F363
B11611,220.5,B0344
B8801,85120,B0510
J9239,444.5,E473
F6025,547,F611
H237,128,D274
B12309,13760,E967
F4884,246,D840
G5715,4161.5,F036
I7650,374,C874
E0327,1248,J010
I7702,480,B0326
B24631,4192,F622
B7560,1045,E057
J0322,1776,I269
B22864,662,I088
G1421,7840,E145
B31652,636.5,C466
B3619,6863,B0349
H2937,18636.5,G239
C7925,4448,C844
J0727,3236.5,D224
G2838,1140,D265
C0305,924.5,H554
B03648,3333,C874
F452,5056,H551
J1987,6528,B0333
J0271,46233.5,B074
D8871,1276.5,H803
B12436,1261,E524
F596,829,C977
C3823,1536,G961
I8020,1017.5,C839
E0308,6144,B887
D753,480,H455
C2356,1696,G673
D3555,144,J780
I1393,4596.5,G825
B25521,316.5,B0498
C4027,1084.5,G186
J6566,697.5,E660
C7344,1244.5,D062
J1964,85,B129
H9299,1440,B052
B12292,601.5,B0086
D0737,787,E686
B4064,953.5,G36
F133,7872,I064
B13029,793.5,B130
E4408,2045,G778
D3243,6656,I986
B22671,633.5,I698
B224,140.5,E534
H420,1201,G334
B0934,352,D151
F8230,835,I207
E3827,2382.5,H888
B15527,1177.5,G898
F7372,3200,J684
B05975,21728,D432
B24671,516.5,H376
J813,953.5,H791
B09305,384,B0472
B04831,99,D999
F4192,12448,E646
G5197,950,C874
D3073,764.5,F628
I2700,1149,C874
B6083,745.5,C751
B03279,326,J926
I0137,320,D399
B32359,956.5,I168
J4726,848,H885
B16833,11886,I765
B00023,1049.5,I131
I6762,6480,C874
G4700,1120,G720
B6160,1248,F100
J252,406,F420
B15084,1338.5,C065
I0392,1280,E183
E0038,736,F714
D2981,249.5,C874
B27663,1152,I170
I3324,960,G627
D7381,1248,D528
C0257,1897.5,H071
J1524,812,J670
J6264,3520,D184
H1037,512.5,E524
B4705,25600,D44
C2801,6912,J82
F6441,1248,J211
H6256,228.5,J070
J5798,774.5,J555
H6536,1689.5,B923
B31012,1493,C874
B30587,24114.5,B422
B20020,2208,G012
C4461,446,B404
B2726,1300.5,F276
I3366,334,H376
J4486,604.5,G144
B19017,633.5,F049
F8177,1216,F347
B31115,10445.5,F552
B28768,1146,G844
B28972,956.5,F251
B31777,7056,E517
I9440,1024,F444
C6259,9024,J38
C7814,8672,D057
J6622,1280,B426
B00356,1696,C996
B02734,604.5,E183
F8922,12502.5,I310
C9086,5613,G598
B05870,5868.5,I435
B8339,508.5,H652
B20897,13600.5,B0315
B30367,11488,C376
D4673,5376,E63
D2472,2602.5,D850
B14408,1196.5,B694
F1451,1728,B436
B19483,459.5,B969
G9571,288,J945
F225,818.5,D766
H4501,1180.5,B887
D041,12748.5,B900
H993,2720,D49
J0457,89056,J939
H631,2013,F449
B11031,5437,C984
H2239,973.5,C487
D6057,64,B457
B3502,3760,E017
B11272,633.5,D635
E3798,3120,H63
J1719,3046,C874
B0033,1664,H455
B24581,416,F578
F7927,1856,B713
B31567,300.5,D844
C6049,1123,F609
B24257,26800,E049
B0697,723,E808
I4607,1081.5,I600
I7513,4064,J959
B06260,391,C491
D4191,1004.5,D055
B29289,8908.5,C099
J5667,998,B0118
B1164,1319,D302
C4126,576,E237
I0737,2098,E591
B4046,1212.5,C376
G4916,10496,I765
I7245,2181,J023
C5663,9248,E872
B2887,204,I481
B2161,1725,F650
J0243,448.5,B77
B03899,576,C874
D865,15040,J202
B29193,1660.5,I832
B14307,7044.5,D657
J9117,188.5,F300
J8167,30528,I994
E3979,633.5,F049
J4623,1149,F568
B18251,395,H376
B32171,7752,C563
D7765,1024,E025
H3241,1035.5,C065
D5445,1465.5,B0541
J5673,457.5,B336
C5750,380.5,B641
I3977,160.5,C369
F2575,25280,D287
G715,753.5,G323
B31823,25568,E755
G9114,32435,H986
G6083,2233.5,D400
J8189,22336,H551
B11040,4355.5,F368
H2296,704,B346
F478,1581,J375
D6990,1433.5,G357
F6345,3932.5,G239
C2283,1267,F594
F2062,1600,H462
D3621,96,E411
J3161,3081.5,E937
D0164,2880,B961
J869,870.5,J441
B5544,4712,B304
D3404,796.5,B713
E5634,1123,D766
F6131,1626.5,C944
H4422,1937.5,F609
B27819,44.5,C874
B20014,336,B421
C7969,4262,F727
I1281,316.5,H284
F1652,793.5,B231
J6235,498.5,B028
B08280,1916.5,D062
B18259,633.5,B0382
B12776,1894,D716
C8312,775,H203
J4288,2848,I890
B30175,64,E467
B29781,8800,E213
I1234,576,J242
B25010,192,H455
D2512,378.5,E770
E5728,1920,J587
B6532,1526,I990
H2440,2368,H738
B07297,7436.5,F013
I6461,2010,F759
C2677,40656.5,F403
B31525,1347.5,D302
F3031,33491,G077
D1700,460.5,F192
F1650,700.5,F622
B23921,518,F347
G4182,3872,B0083
D3112,1596.5,B192
I1091,704,J773
G8267,8288,E540
H28,614,C31
I8227,691,J495
B14544,432,G488
B20708,444.5,D927
B18343,723,I356
E0511,8288,G127
D8899,11878,C099
B24541,3987,C79
B5454,601.5,E93
C8936,5440,I449
B01414,633.5,E192
H454,1010.5,H329
J2316,7488.5,G465
J8259,21462,B0331
B13849,16697.5,B0099
B22870,636.5,D328
E2820,1052.5,F82
H0388,2492.5,E924
G2897,4128,J494
B12200,1583,G995
D424,832,D055
B18381,3292.5,B0167
B06789,448,B958
I1252,124.5,B0472
E3040,3110,G483
D8837,316.5,F390
B21311,412.5,G186
D2541,810.5,C487
I8705,377.5,C839
B30023,1900.5,G939
G1837,432,I634
H6875,320,I804
F2429,5137.5,E517
B15626,1116.5,F251
H4167,11591,I310
J7595,384,E805
J1042,118256,B0331
F776,284.5,D529
I4762,1296,F276
D8098,1875,F853
B18415,41.5,I351
G4841,508.5,H26
B19918,4352,H583
G3379,819,C874
J7827,700.5,F186
F29,714,I943
H2992,2080,I834
D2633,1238,F067
D7880,8608,B617
B15420,444.5,B713
C6736,816,E59
D6365,2457.5,E740
C4172,480,C995
B1950,11680,H675
D3113,633.5,J498
B7947,892.5,G186
B25580,4291,C051
B28466,3820.5,B0089
C5470,608,B207
I2564,2851,I016
F7321,1408,D528
J1652,866.5,D265
B26522,1020.5,D055
I2607,1440,B63
B07471,3168,B2
B14097,840.5,C786
B1309,1596.5,B073
B18706,1568,J041
B00960,1273.5,G36
B11855,6368,J958
B8904,12768,B0004
C8129,1888,H121
B20283,1612.5,H388
E3811,13260.5,E328
D333,633.5,C944
G4861,316.5,J796
G6208,3440,H466
F0745,5956.5,D657
E8869,1379.5,F341
G9520,256,G807
G3218,864,E225
J945,259,I909
I6512,1888,H284
B03908,12355,B554
G8299,1108,F609
E9000,1094,G09
D2300,633.5,J773
I7681,633.5,I606
G3560,22336,E465
B10015,1216,F76
D0276,384,E014
D1278,956.5,B0112
H742,1753.5,I121
B25988,480,F138
F409,2964.5,H753
B30650,508.5,H238
C231,33782,F208
D8173,412.5,B049
I1460,55968,H551
B25376,12185.5,D44
H4179,1056,C655
E7404,384,D75
C9806,249.5,F628
I8471,2048,H481
H1305,1344,J971
G866,198,E324
I6003,303,I343
H7152,828.5,G371
D6666,796.5,G105
B22777,15209.5,J533
J8730,16410,E683
B5078,540.5,B0152
F9746,748.5,B956
H8326,851,H019
E6662,1437,G822
G7830,3033.5,G939
G9051,4067,G347
C1659,14720,I986
C0947,3504,E471
B18506,6840,J213
H4708,416.5,J777
B28966,2556.5,G192
G4319,124.5,G371
B09957,2040,E473
C3170,3741.5,F276
B11341,3232,G108
B32303,928,H284
B2892,1152,J543
B09741,1699,H071
B20370,409.5,C874
F6265,20469.5,B469
F8284,4354.5,B248
E3843,1152,I639
G0678,496,I611
B09631,1049.5,C106
B02110,1440,F269
B3416,1195,F655
B0498,208,E388
F5534,736,D108
D7569,425.5,G059
B29360,469,J299
F4174,844.5,D854
C8522,4067,G347
H8658,2720,H357
I1607,1344,E371
B4292,17075,E967
B8405,444.5,G199
F729,1152,B491
B23449,881.5,G093
C8724,6283,F036
E5050,624,E631
E3592,793.5,G318
H073,7044.5,E141
F1838,1760,G251
B04450,883,C874
D650,26656,F144
B20197,13545.5,B775
I4298,14918,C099
B0341,297.5,B641
J7632,1753.5,I121
F2150,947,F609
C5950,309.5,H233
D4287,763.5,F861
G3286,15936,I536
F6012,1216,H291
H983,14054,D918
I5158,2073.5,F007
D2362,30976,E051
B3152,284.5,H921
G7050,137.5,J839
D7800,6691,F036
B04495,176,B503
J9005,1913.5,D285
E339,5032,J086
C9881,1465.5,E017
D1937,1094,C874
J3986,1093,G648
I7341,640,D168
B03066,176,G379
H886,30016,C331
H5317,858,F049
E8665,26574,B76
I117,1056,F469
B12442,1593.5,G36
B07509,1916.5,G822
E9937,2067,B887
B3822,1136,E605
F3069,788.5,J270
B07745,800,E90
C4424,1900.5,C21
C3844,9199,I310
F3572,17920,J314
B03664,5408,H551
B1060,43,D419
H6211,13088,I189
H4752,27872,E967
B21894,1568,F252
D9488,464,H267
H0154,1350,B191
D8041,480,I092
J8480,1872,H492
H015,2848,G827
B03884,8120,J809
B1959,2944,G641
J9026,12768,H111
E0770,1904,C563
B7610,1145.5,H554
B19608,4787,F075
F0113,5107,B566
I0661,8107.5,I420
E7979,1568,D373
F3490,288.5,F420
B28647,537.5,F93
B28154,800,E998
B03091,2076.5,B447
G895,761.5,B695
B04331,4032,F161
G1018,476.5,C169
H1644,67,C874
I8036,1792,C106
C644,2704,H048
B15057,6055.5,B0385
G6384,940.5,E822
I4157,3040,H38
D9389,3600,E382
J4653,2752,F427
B20916,145.5,J362
E6752,1993.5,C46
E174,1216,B961
B02016,5776,J906
H3151,3008,H363
H7759,697.5,G648
B0510,1852.5,E188
D1624,30771,E328
H1648,6368,G142
B24732,6630,G878
G3176,796.5,H863
C1330,4096,B713
E1672,9539,G483
B6489,11840,H63
E0706,844.5,D314
I0731,3456,B0333
E4691,1276.5,F783
J2081,604.5,D202
B25300,4128,E471
F6990,681.5,B0271
F4274,256,B0059
C1027,147,I61
B15255,608,J842
F1951,4291,J961
B1764,755,G683
F4625,2160,D303
H2747,69984,E052
G3474,1824,G191
E2210,156.5,E188
J2432,416,E348
E6336,80640,J939
C2354,1456,F807
B31340,2275,J225
I367,1642.5,E19
H5864,1126,E91
E3441,961,H040
B31327,80,D151
I0888,1120,J593
J845,2112,G203
E8181,896,J034
B09600,478.5,F921
F5153,1824,C874
G6636,8288,E76
H0347,11168,F637
B21495,806,B976
B0289,336,E220
J0294,288,E820
C6145,77547,G878
B19093,1008,H704
B03898,2059,J041
B24963,858,E473
F1591,464,F508
B06830,53344,B845
J5048,992,E011
F2074,19328,I817
J3724,4128,E541
D5620,13920,J202
G7758,380.5,G186
I0175,552,C637
J9136,1440,G258
B2096,624,B421
F1351,1382,F119
D9243,992,G641
F9299,409.5,C944
F8436,3136,F726
G2037,28601.5,C162
B29285,1145.5,H088
B0112,828.5,I846
E6311,124.5,B931
B8510,262,H735
E4924,1740.5,J023
C6365,1187,D248
H8160,5385.5,I323
C8701,928,G62
D7369,4448,I898
J8725,256,F524
F0814,1276.5,G898
H289,19194.5,F083
B05068,905.5,C874
D8115,756,E297
I6323,2675,I834
J0617,960,G33
H7403,1468.5,E986
F5236,180096,E933
D2064,11315,E719
F8827,14524.5,F036
B06957,6336,J086
B10401,1584,E095
F234,2822,F276
J92,636.5,D055
F678,2358.5,I404
J4029,24640,J172
J2959,1117,G360
H6288,2217.5,F976
C9190,361.5,F622
B8410,4550,C874
B10523,492.5,J020
E8340,4448,B0099
D497,15590,G763
B5218,1440,G607
F6329,1856,H846
F1983,23008,E328
F0221,59840,F731
F8428,63.5,E220
B11454,828.5,C780
D4082,8288,C475
C4466,1020.5,E464
C0860,563,I689
B5059,1437,B003
C7356,1024,J860
G2683,37728,G878
G516,7360,G872
B13166,1372.5,D055
F7814,39824,D184
C5763,5984,E76
B03802,3488,D561
D0059,558.5,E220
G7747,16608,C874
B17262,1180.5,B0540
D6837,748.5,I412
F8311,992,C088
I9547,220.5,B0112
G1363,3264,H291
J3849,454,H329
I9163,3193.5,D064
H7444,9292.5,E521
G1213,829,B144
B22666,1696,J939
G7725,14880,I584
B3534,8876.5,G585
I5849,2006,C874
I3245,141.5,B0304
B12404,1120,D635
C4960,10816,E153
B3433,16384,I765
B4144,316.5,I744
C7879,57.5,E190
H8122,336,C120
F8219,326,E487
B01026,275,D10
J4633,2944,G762
H8864,9856,G588
H6407,668.5,J199
B30209,473.5,C944
F5949,1916.5,C125
B28765,7008,C595
B6178,2560,J015
D4855,729.5,F420
F4421,409.5,F13
F6535,1081.5,D635
D2284,800.5,E524
I1426,720,I527
I6332,3168,H673
B09364,5760,G607
D483,27328,I336
I518,720,D150
E460,21088,E646
F8180,1273.5,H238
I8985,6336,F164
D3420,1568,B552
E980,3457,F489
B27161,672,J926
G3642,700.5,B0461
H6322,390,H65
H7881,768,C466
H1631,2895,I557
B1665,572.5,B0461
D0834,736,E731
H2387,1632,B0298
B23450,956.5,F622
J6168,348.5,G31
B26304,11980.5,I367
C6235,10598,B0316
I5238,697.5,C106
F1049,1616,B0215
B08732,1726,F655
C0795,433.5,H233
J8069,889.5,J820
B11049,1152,I170
B20797,7856.5,F134
E6072,31363,G005
B3946,6218.5,I765
G5090,867.5,I358
J9707,1856,G607
I8011,57.5,D575
B24130,3065.5,B0540
D7290,876,J195
B2193,144,G371
B11651,1056,B130
B24318,2361.5,B0019
B05754,793.5,D484
F8949,73294,B0331
F3817,1664,B849
F2379,28768,B943
J8813,793.5,B945
F6457,2563,C424
I3030,2944,G108
G8122,860.5,H615
E6392,320,B110
B26469,3705.5,H640
B07632,2080,D53
G7043,761.5,B0255
C9333,1385,D265
G4140,1319,H467
J4644,886,F86
D2352,1442.5,B0098
B30267,185.5,H24
B07800,278,H738
D6808,4032,D036
I7184,993.5,J845
F901,467,B713
E9799,664,F034
H7,4291,D311
B18463,160,C994
E290,3904,H640
G5354,2848,E693
F5543,2325.5,F420
E6047,21032.5,D009
F7225,800,G319
J8442,1360,G073
F1590,320,E645
B12626,1710.5,C509
D2424,310,D32
I6313,31001.5,F363
C6353,2528,I857
D283,889.5,F897
B31929,1913.5,B0412
B10380,22720,G239
J8979,1238,B421
I4137,576,B427
B4826,639.5,E389
I570,2275,G756
D4630,188.5,H738
C6864,1328,C874
D2574,1440,G607
B0456,1987,B663
E1241,300.5,J386
B4542,528,F622
D2982,7616,J65
H9231,1177.5,C506
E4239,26720,C417
F4694,1596.5,B0170
E8580,313.5,C106
B18026,5702,H791
C2711,849.5,I083
I889,1440,C829
F2528,217.5,D674
C4024,2420.5,B732
B4553,473.5,B0412
J5726,3888,G811
B10776,1440,I398
B5542,998,G295
H8557,475,I506
J1398,2937.5,B0349
C2899,40960,D150
H8000,2364.5,E832
I8577,732.5,C191
G2546,7200,G459
C1597,476.5,F251
G0073,1273.5,G36
B26047,224,G911
G5603,80,G371
I9521,476.5,C582
F9295,4748.5,C415
E0396,2876,H241
B9208,22912,D184
I5191,5990,I28
B2478,5984,E382
B22122,12384,D874
I1345,320,B457
H1825,576,E534
E6611,3040,B0412
B7878,1225,B968
G8452,6283.5,F231
I9150,5632,C075
B20366,732.5,C189
F1588,992,B0019
B28029,624,B0120
B1492,1120,B87
F716,2208,I127
B25608,793.5,B0412
B22677,6048,B2
G2040,2692.5,G825
E0948,956.5,F666
D0694,22,I351
G9733,297.5,D399
B16203,959,D248
B24017,2841.5,I121
B2393,864,J857
B20478,572.5,D160
F1036,33926,G878
B1009,34816,I323
B7139,156.5,F456
B05325,704,H455
I5397,576,D991
F5183,3040,I626
B26263,1276.5,D24
G4473,4659,F164
C6425,348.5,H233
B05179,473.5,C106
H0179,3738.5,I928
H5674,7680,I44
E6959,416,G518
F817,1195,F655
J3974,4000,I986
B5217,633.5,C106
B25847,473.5,I268
B09907,10368,H02
G808,1273.5,E423
J0624,953.5,G607
F5461,729.5,H912
