UNIQUE_ID,Rev_17_GeoPod,Rev_17_B,Rev_17_C,Vol_17_GeoPod,Vol_17_B,Vol_17_C,Rev_17_GeoPod_Logistics,Rev_17_GeoPod_HR,Rev_17_GeoPod_Finance,Vol_17_GeoPod_Logistics,Vol_17_GeoPod_HR,Vol_17_GeoPod_Finance,Vol_17_Death_Event,Vol_17_Birth_Event,Vol_17_COA,Vol_17_COA_Win,Rev_17_D,Rev_17_E,Rev_17_F,Rev_17_G,Rev_17_H,Rev_17_I,Vol_17_D,Vol_17_E,Vol_17_F,Vol_17_G,Vol_17_H,Vol_17_I,Ind_2013_pushback,Ind_2014_pushback,Ind_2015_pushback,Ind_2016_pushback,Ind_2017_pushback,DataCorp_Market_Share,Major_competitor_market_share,Other_competitor_market_share,Tenure_months,Market_Segment,Sub_Segment,Sales_Person_Jun_17,RSM_Jun_17,Director_Jun_17,VP_Jun_17,Sales_Person_Dec_17,RSM_Dec_17,Director_Dec_17,VP_Dec_17,Discount_17,Count_Entities,Count_Jurisdicion,Price_Point,Vol_16_GeoPod_Logistics,Vol_16_GeoPod_HR,Vol_16_GeoPod_Finance,Vol_16_D,Vol_16_E,Vol_16_F,Vol_16_G,Vol_16_H,Vol_16_I
67476,5532.95,1380,0,54,2,0,108.45,1158,4266.5,1,3,50,0,0,0,0,979,0,0,32,12536,0,12,0,0,32,2,0,0,0,0,0,0,0.94,0,0.06,160,Large Business,Multinational Banks,SP18,M16,D13,VP 2,SP18,M16,D18,VP 1,0.71,7,37,-0.53,1,54,2,8,0,0,0,2,0
67492,59961.64,217.39,0,308,1,0,508.36,1253.28,58200,2,15,291,6,12,0,0,22669,0,0,149,0,0,251,0,0,149,0,0,0,0,0,1,0,0.87,0.07,0.06,115,Large Business,Multinational Banks,SP124,M16,D13,VP 2,SP124,M16,D18,VP 1,0.33,44,51,0.84,1,282,12,182,0,0,0,0,0
67494,10261.67,0,0,129,0,0,101.67,0,10160,1,1,127,0,2,0,0,9739.15,0,5607,334,0,0,92,0,63,334,0,0,0,0,1,0,0,,,,164,Large Business,Multinational Banks,SP118,M16,D13,VP 2,SP118,M16,D18,VP 1,0.73,16,51,-0.43,1,125,0,87,0,65,0,0,0
67553,4018.08,0,0,16,0,0,334.4,0,3683.68,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0.11,93,Small Business,Small Business,SP41,M8,D6,VP 2,SP41,M5,D16,VP 1,0.12,7,9,-0.05,1,14,0,1,0,0,0,0,0
67578,20364.4,6890,0,171,53,0,152,0,20212.4,1,1,169,4,29,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,,,,34,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.6,141,17,-0.38,1,193,0,0,0,0,0,0,0
67613,848.71,0,0,6,0,0,204.63,0,644.08,1,1,4,0,0,0,0,780,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,,,,84,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.46,5,2,-0.45,1,4,0,5,0,0,0,0,0
67614,25483.14,0,0,241,0,0,134.8,0,25348.34,1,1,239,0,23,0,0,664,0,0,2,0,0,5,0,0,2,0,0,1,0,0,1,0,0.9,0,0.1,40,Large Business,Multinational Banks,SP59,M12,D9,VP 2,SP59,M12,D5,VP 1,0.65,228,9,-0.18,1,177,0,8,0,0,0,0,0
67715,28773.31,0,5925,197,0,3,186.31,0,28587,1,1,195,16,22,2,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,,,,107,Small Business,,SP71,M21,D17,VP 2,SP122,M17,D1,VP 1,0.51,153,30,-0.18,1,191,0,0,0,0,0,0,0
67717,3370,0,0,12,0,0,380,0,2990,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,177,Small Business,,SP112,M6,D4,VP 2,SP112,M22,D1,VP 1,0,1,11,0.1,1,10,0,0,0,0,0,0,0
67724,21257.25,0,0,180,0,0,149.91,228.42,20878.92,1,2,177,2,8,0,0,3550,0,0,310,0,0,40,0,0,298,0,0,1,0,0,0,0,,,,24,Large Business,Investment Firms,SP34,M12,D9,VP 2,SP34,M12,D5,VP 1,0.61,20,48,-0.09,1,172,0,23,0,0,0,0,0
67732,4566,0,0,16,0,0,380,0,4186,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0.13,87,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,7,5,0.07,1,14,0,0,0,0,0,0,0
67821,950.55,0,0,6,0,0,229.19,0,721.36,1,1,4,1,5,0,0,245,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,,,,78,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.4,4,5,-0.39,1,0,0,0,0,0,0,0,0
67853,22018.23,0,0,149,0,0,188.73,0,21829.5,1,1,147,1,0,0,0,769.45,0,8941.1,14,0,0,10,0,106,0,0,0,0,0,0,0,0,0.94,0.04,0.02,107,Large Business,Multinational Banks,SP20,M19,D14,VP 2,SP20,M18,D18,VP 1,0.5,7,51,-0.04,1,148,0,15,0,107,0,0,0
67912,1576,0,0,6,0,0,380,0,1196,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0.41,43,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,5,1,0.02,1,4,0,0,0,0,0,0,0
67922,7427.67,0,0,63,0,0,151.59,0,7276.08,1,1,61,7,9,0,0,3326.8,0,4438,45,0,0,31,0,40,45,0,0,0,0,0,0,0,0.98,0,0.02,29,Large Business,Multinational Banks,SP130,M11,D8,VP 2,SP87,M11,D10,VP 1,0.6,33,24,-0.35,1,56,0,22,0,35,0,0,0
67946,4664,0,0,135,0,0,65.29,335,4263.71,1,51,83,0,0,0,0,33734.02,0,3552.12,168,0,0,240,0,55,168,0,0,0,0,0,0,0,0.97,0,0.03,43,Large Business,Multinational Banks,SP38,M16,D13,VP 2,SP38,M16,D18,VP 1,0.83,12,51,-0.72,1,83,50,464,0,56,0,0,0
67951,5189.85,0,0,19,0,0,361,0,4828.85,1,1,17,0,0,1,3,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0.96,0,0.04,164,Small Business,Small Business,SP92,M8,D6,VP 2,SP132,M5,D16,VP 1,0.05,16,9,0.02,1,14,0,0,0,0,0,0,0
67957,7850.47,0,0,69,0,0,146.14,0,7704.33,1,1,67,2,0,0,0,410,0,4290,4,0,0,2,0,51,4,0,0,0,0,0,0,0,0.88,0.03,0.09,262,Large Business,Credit Unions,SP24,M16,D13,VP 2,SP24,M16,D18,VP 1,0.62,8,51,-0.37,1,69,0,5,0,49,0,0,0
67961,10701.57,0,0,80,0,0,171.57,0,10530,1,1,78,1,4,0,0,2265.8,0,0,16,0,0,46,0,0,16,0,0,1,0,0,0,0,0.94,0,0.06,66,Large Business,Credit Unions,SP120,M19,D14,VP 2,SP120,M18,D18,VP 1,0.55,23,27,-0.27,1,74,0,42,0,0,1,0,0
68028,3289,0,0,11,0,0,0,0,3289,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.2,174,Small Business,Small Business,SP92,M8,D6,VP 2,SP132,M5,D16,VP 1,0,3,8,0.08,0,11,0,0,0,0,0,0,0
68050,1576,0,0,6,0,0,380,0,1196,1,1,4,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0.6,0,0.4,157,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,2,4,0.02,1,4,0,0,0,0,0,0,0
68051,18362.67,0,0,194,0,0,120.75,0,18241.92,1,1,192,0,1,0,0,0,0,0,29,0,0,0,0,0,29,0,0,0,0,0,0,0,0.98,0,0.02,57,Large Business,Credit Unions,SP136,M2,D2,VP 2,SP136,M2,D18,VP 1,0.68,8,51,-0.27,1,191,0,7,0,0,0,0,0
68114,53961.39,169.56,0,694,2,0,297.39,0,53664,3,3,688,8,50,3,5,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,,,,78,Large Business,Credit Unions,SP33,M2,D2,VP 2,SP33,M2,D18,VP 1,0.74,391,45,-0.08,1,672,0,0,0,0,0,0,0
68169,2672,0,0,8,0,0,0,579,2093,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0.29,55,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,7,0.07,0,7,1,0,0,0,0,0,0
68201,2610,0,0,29,0,0,0,0,2610,0,0,29,0,1,0,0,226,275,0,3,0,0,2,1,0,3,0,0,1,0,0,0,0,0.74,0,0.26,46,Small Business,Small Business,SP58,M9,D7,VP 2,SP58,M9,D10,VP 1,0.7,12,9,-0.6,1,28,0,0,0,0,0,0,0
68227,8622.41,0,2500,43,0,1,259.23,0,8363.18,1,1,41,1,1,0,0,397,0,0,1,0,0,4,0,0,2,0,0,0,0,0,0,0,,,,241,Small Business,Small Business,SP102,M11,D8,VP 2,SP31,M12,D5,VP 1,0.32,31,8,-0.13,1,53,0,4,0,0,0,0,0
68228,3201.5,0,0,12,0,0,361,0,2840.5,1,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,,,,33,Small Business,,SP67,M1,D1,VP 2,SP67,M24,D1,VP 1,0.05,9,6,0.14,1,16,0,0,0,0,0,0,0
68240,19516,0,0,66,0,0,380,0,19136,1,1,64,0,28,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,,,,176,Small Business,,SP29,M6,D4,VP 2,SP29,M22,D1,VP 1,0,36,5,0.5,1,8,0,0,0,0,0,0,0
68285,33038.82,0,0,180,0,0,231.8,706.38,32100.64,1,3,176,6,24,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,,,,107,Large Business,Credit Unions,SP62,M19,D14,VP 2,SP62,M18,D18,VP 1,0.39,104,39,0.35,2,163,2,0,0,0,0,0,0
68319,4566,0,0,16,0,0,380,0,4186,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0.11,69,Large Business,Investment Firms,SP92,M8,D6,VP 2,SP132,M5,D16,VP 1,0,14,2,0.11,1,14,0,0,0,0,0,0,0
68353,20114.35,0,0,73,0,0,1083,0,19031.35,3,3,67,2,5,0,0,12305,0,0,3,0,0,126,0,0,3,0,0,0,0,0,0,0,0.98,0,0.02,17,Large Business,Credit Unions,SP58,M9,D7,VP 2,SP58,M9,D10,VP 1,0.05,36,8,0.34,1,56,0,70,0,0,0,0,0
68383,5561.75,0,0,24,0,0,303.75,0,5258,1,1,22,0,1,0,1,2322,0,0,20,0,0,40,0,0,20,0,0,0,0,0,0,0,0.77,0,0.23,72,Large Business,Multinational Banks,SP130,M11,D8,VP 2,SP87,M11,D10,VP 1,0.2,12,8,0.02,1,18,0,0,0,0,0,0,0
68400,7100.94,0,0,25,0,0,371.83,0,6729.11,1,1,23,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0.56,62,Large Business,Credit Unions,SP130,M11,D8,VP 2,SP87,M11,D10,VP 1,0.02,3,21,0.25,1,23,0,0,0,0,0,0,0
68435,1497.2,0,0,6,0,0,361,0,1136.2,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,153,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.05,4,3,-0.04,1,7,0,0,0,0,0,0,0
68465,14231.05,0,0,75,0,0,243.52,0,13987.53,1,1,73,1,0,0,0,3004,0,2496,69,0,0,37,0,20,69,0,0,0,0,0,0,0,0.98,0,0.02,127,Large Business,Multinational Banks,SP24,M16,D13,VP 2,SP24,M16,D18,VP 1,0.36,15,32,0.06,1,74,0,10,0,19,0,0,0
68475,3958.05,0,0,14,0,0,379.05,0,3579,1,1,12,1,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0.74,0,0.26,60,Small Business,Small Business,SP19,M8,D6,VP 2,SP19,M5,D16,VP 1,0,9,9,0.07,1,12,0,0,0,0,0,0,0
68500,40596.67,0,0,388,0,0,131.67,579,39886,1,2,385,0,76,0,0,3714.4,0,0,40,11255,0,73,0,0,34,1,0,0,0,1,0,0,0.88,0.02,0.09,38,Large Business,Multinational Banks,SP15,M2,D2,VP 2,SP15,M2,D18,VP 1,0.65,13,51,-0.09,1,271,1,51,0,0,0,3,0
68508,1495,0,0,5,0,0,0,0,1495,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.7,177,Large Business,Multinational Banks,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,3,3,0.04,0,5,0,0,0,0,0,0,0
68532,5463,0,0,19,0,0,380,0,5083,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0.05,162,Large Business,Credit Unions,SP3,M9,D7,VP 2,SP3,M9,D10,VP 1,0,4,18,0.13,1,20,0,0,0,0,0,0,0
68533,4621.75,0,0,17,0,0,361,0,4260.75,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,218,Small Business,Small Business,SP49,M19,D14,VP 2,SP49,M18,D18,VP 1,0.05,2,16,0.04,1,15,0,0,0,0,0,0,0
68543,2946.43,0,0,12,0,0,332.23,0,2614.2,1,1,10,1,0,0,0,2201,0,0,3,0,0,33,0,0,3,0,0,0,0,0,0,0,0.8,0,0.2,174,Small Business,Small Business,SP125,M12,D9,VP 2,SP125,M12,D5,VP 1,0.13,10,2,0.05,1,12,0,4,0,0,0,0,0
68665,1899.99,0,0,131,0,0,55.76,572,1272.23,1,101,29,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0.96,0,0.04,208,Large Business,Credit Unions,SP51,M19,D14,VP 2,SP51,M18,D18,VP 1,0.85,7,13,-0.79,1,29,100,6,1,0,0,0,0
68671,4053.65,0,0,15,0,0,361,0,3692.65,1,1,13,0,0,1,0,431,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.64,0.36,0,70,Large Business,Credit Unions,SP110,M9,D7,VP 2,SP110,M9,D10,VP 1,0.05,9,4,0.07,1,15,0,5,0,0,0,0,0
68682,5473.9,0,0,20,0,0,361,0,5112.9,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0.29,124,Small Business,Small Business,SP92,M8,D6,VP 2,SP132,M5,D16,VP 1,0.05,19,14,0.02,1,18,0,0,0,0,0,0,0
68722,9721.4,0,0,41,0,0,306.8,0,9414.6,1,1,39,1,0,0,0,551,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0.85,0,0.15,31,Small Business,Small Business,SP40,M19,D14,VP 2,SP40,M18,D18,VP 1,0.19,35,5,0.03,1,43,0,2,0,0,0,0,0
68738,1988.35,0,0,7,0,0,0,0,1988.35,0,0,7,5,1,0,0,445,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0.26,0,0.74,31,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.05,2,6,0.01,0,10,0,0,0,0,0,0,0
68761,13876.56,0,0,108,0,0,164.4,0,13712.16,1,1,106,5,25,0,0,237,0,0,23,0,10831,156,0,42,23,0,1,0,0,0,0,0,0.97,0,0.03,189,Large Business,Credit Unions,SP3,M9,D7,VP 2,SP3,M9,D10,VP 1,0.57,21,31,-0.31,1,72,0,50,0,28,0,0,1
68804,3297.84,0,0,22,0,0,197.04,0,3100.8,1,1,20,0,0,0,0,298,0,0,14,0,0,6,0,0,14,0,0,0,0,0,0,0,0.89,0,0.11,74,Large Business,Credit Unions,SP60,M9,D7,VP 2,SP60,M9,D10,VP 1,0.48,13,6,-0.36,1,20,0,4,0,0,0,0,0
68820,6309.77,0,0,44,0,0,185.33,0,6124.44,1,1,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0.34,43,Large Business,Credit Unions,SP60,M9,D7,VP 2,SP60,M9,D10,VP 1,0.51,16,14,-0.39,1,42,0,0,0,0,0,0,0
68822,12859.2,0,2500,46,0,1,361,0,12498.2,1,1,44,3,0,1,0,0,0,0,27,0,0,0,0,0,40,0,0,0,0,0,0,0,0.61,0,0.39,157,Small Business,Small Business,SP72,M16,D13,VP 2,SP72,M16,D18,VP 1,0.05,38,7,0.32,1,43,0,0,0,0,4,0,0
68830,2074,0,0,6,0,0,0,579,1495,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.25,32,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,5,0.02,0,5,1,0,0,0,0,0,0
68841,8314.4,0,0,30,0,0,361,0,7953.4,1,1,28,1,0,0,0,242,0,0,3,0,0,4,0,0,3,0,0,0,0,0,0,0,,,,41,Small Business,Small Business,SP58,M9,D7,VP 2,SP58,M9,D10,VP 1,0.05,28,3,0.25,1,28,0,0,0,0,0,0,0
68859,6659,0,0,23,0,0,380,0,6279,1,1,21,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,128,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,18,3,0.31,1,18,0,5,0,0,0,0,0
68886,16229.74,48.7,2500,363,1,1,56.94,0,16172.8,1,1,361,28,5,0,22,8256.15,0,1800,46,0,0,287,0,1,46,0,0,0,0,0,0,0,0.97,0.01,0.02,176,Large Business,Investment Firms,SP59,M12,D9,VP 2,SP59,M12,D5,VP 1,0.85,168,33,-0.62,1,337,0,357,0,0,0,0,0
68889,21596.99,0,0,99,0,0,279.3,0,21317.69,1,1,97,0,0,0,0,19,18900,654,49,0,35000,49,39,36,49,0,1,0,0,0,0,0,,,,44,Large Business,Credit Unions,SP51,M19,D14,VP 2,SP51,M18,D18,VP 1,0.26,35,19,0.19,1,97,0,35,0,42,0,0,0
68891,6761.08,0,0,33,0,0,266.27,0,6494.81,1,1,31,0,1,0,0,1028,0,0,275,0,0,6,0,0,275,0,0,0,1,0,0,0,0.85,0,0.15,17,Large Business,Multinational Banks,SP108,M11,D8,VP 2,SP86,M11,D10,VP 1,0.3,7,20,-0.11,1,29,0,0,0,0,121,0,0
68898,44160.53,1620.6,10000,445,15,4,126.33,0,44034.2,1,1,443,2,33,1,1,9133,0,0,0,0,0,113,0,0,84,0,0,1,0,1,0,0,0.93,0,0.07,31,Large Business,Credit Unions,SP24,M16,D13,VP 2,SP24,M16,D18,VP 1,0.67,380,17,0.19,1,386,0,27,0,0,0,0,0
68917,21382.06,0,0,208,0,0,131.1,0,21250.96,1,1,206,52,42,0,0,16174.84,219,0,349,0,0,338,1,0,349,0,0,0,0,0,0,0,0.85,0,0.14,43,Large Business,Investment Firms,SP120,M19,D14,VP 2,SP120,M18,D18,VP 1,0.65,83,34,-0.24,1,209,0,367,2,0,0,0,0
68964,5164,0,0,18,0,0,380,0,4784,1,1,16,5,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.8,0.05,0.15,21,Large Business,Credit Unions,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,12,7,0.1,1,10,0,0,0,0,0,0,0
68977,4264.43,0,0,15,0,0,379.77,0,3884.66,1,1,13,17,4,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,,,,120,Small Business,Small Business,SP51,M19,D14,VP 2,SP51,M18,D18,VP 1,0,12,3,0.1,1,27,0,1,0,0,0,0,0
68987,22584.38,0,0,82,0,0,353.18,0,22231.2,1,1,80,0,1,0,5,73,0,0,27,0,26500,30,0,6,27,0,1,0,0,0,0,0,0.96,0,0.04,116,Large Business,Credit Unions,SP25,M9,D7,VP 2,SP25,M9,D10,VP 1,0.07,26,29,0.31,1,73,0,21,0,0,0,0,0
68998,8591.79,0,0,31,0,0,360.72,0,8231.07,1,1,29,1,0,0,0,962,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0.92,0,0.08,18,Small Business,Small Business,SP51,M19,D14,VP 2,SP51,M18,D18,VP 1,0.05,24,3,0.21,1,29,0,12,0,0,0,0,0
69005,2982.5,0,0,10,0,0,0,0,2982.5,0,0,10,0,0,0,0,0,0,0,31,0,0,0,0,0,31,0,0,0,0,0,0,0,,,,105,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,9,0.06,0,10,0,0,0,0,0,0,0
69023,15068.03,0,0,178,0,0,108.03,0,14960,1,1,176,4,0,0,0,1657,0,10523,38,0,0,16,0,108,38,0,0,0,0,0,0,1,0.05,0.95,0,90,Large Business,Credit Unions,SP130,M11,D8,VP 2,SP87,M11,D10,VP 1,0.72,20,51,-0.3,1,180,0,10,0,0,0,0,0
69035,40118.31,0,0,612,0,0,149.21,4746.1,35223,1,311,300,0,4,0,0,6585.88,0,12101.72,239,0,0,79,0,206,239,0,0,0,0,0,0,0,0.98,0,0.01,152,Large Business,Multinational Banks,SP24,M16,D13,VP 2,SP24,M16,D18,VP 1,0.61,32,50,0.08,1,282,310,79,1,175,0,0,0
69047,12991.36,0,0,68,0,0,245.44,0,12745.92,1,1,66,0,0,0,0,2226,0,0,5,0,0,28,0,0,5,0,0,0,0,0,0,0,0.97,0,0.03,124,Large Business,Multinational Banks,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.35,17,33,0.03,1,65,0,27,0,0,0,0,0
69105,9089.3,2502.5,0,56,14,0,209,0,8880.3,1,1,54,13,27,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,,,,14,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.45,43,11,-0.19,1,61,0,0,0,0,0,0,0
69112,4485,0,0,15,0,0,0,0,4485,0,0,15,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0.32,34,Large Business,Credit Unions,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,5,12,0.1,0,17,0,0,0,0,0,0,0
69113,6682.42,0,0,99,0,0,86.42,0,6596,1,1,97,0,1,0,0,981.6,0,0,222,0,0,9,0,0,222,0,0,0,0,0,0,0,0.99,0,0.01,189,Large Business,Multinational Banks,SP88,M11,D8,VP 2,SP69,M11,D10,VP 1,0.77,7,50,-0.63,1,98,0,5,0,0,0,0,0
69130,41475.42,0,0,331,0,0,159.6,0,41315.82,1,1,329,16,23,0,0,4649,0,0,3,0,0,46,0,0,4,0,0,0,0,1,1,0,0.97,0,0.03,17,Large Business,Investment Firms,SP31,M12,D9,VP 2,SP31,M12,D5,VP 1,0.58,328,3,0.06,1,313,0,30,0,0,0,0,0
69135,12024.8,4550,0,102,35,0,304,0,11720.8,2,2,98,11,18,2,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,,,,40,Large Business,Credit Unions,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.6,64,26,-0.36,1,114,0,0,0,0,0,0,0
69140,4646.59,143.2,0,36,1,0,167.43,0,4479.16,1,1,34,0,0,0,0,6743,0,0,2,0,0,52,0,0,2,0,0,0,0,0,0,0,0.88,0,0.12,215,Large Business,Credit Unions,SP43,M11,D8,VP 2,SP43,M11,D10,VP 1,0.56,12,22,-0.44,1,34,0,126,0,0,0,0,0
69143,8805.55,0,0,31,0,0,0,0,8805.55,0,0,31,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0.88,0,0.12,226,Large Business,Credit Unions,SP58,M9,D7,VP 2,SP58,M9,D10,VP 1,0.05,1,31,0.18,0,31,0,0,0,0,0,0,0
69152,37514.1,0,0,491,0,0,390.72,0,37123.38,4,4,483,9,34,2,5,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,,,,188,Small Business,,SP106,M12,D9,VP 2,SP106,M12,D5,VP 1,0.74,348,42,-0.25,1,401,0,0,0,0,0,0,0
69153,54727.6,0,0,331,0,0,209,579,53939.6,1,2,328,12,39,3,6,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,,,,18,Small Business,,SP80,M15,D12,VP 2,SP80,M10,D1,VP 1,0.45,213,43,0.19,2,298,1,0,0,0,0,0,0
69156,6360,0,12500,22,0,5,380,0,5980,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0.28,47,Small Business,Small Business,SP96,M2,D2,VP 2,SP96,M2,D18,VP 1,0,11,5,0.4,1,20,0,4,0,0,0,0,0
69195,17610.09,0,0,66,0,0,342.89,0,17267.2,1,1,64,0,6,0,0,536,0,0,4,0,0,8,0,0,7,0,0,0,0,0,0,0,0.8,0,0.2,147,Small Business,Small Business,SP62,M19,D14,VP 2,SP62,M18,D18,VP 1,0.1,47,5,0.35,1,60,0,8,0,0,0,0,0
69204,6461.28,0,0,49,0,0,0,250.56,6210.72,0,1,48,0,0,0,0,0,0,0,84,0,0,0,0,0,84,0,0,0,0,0,0,0,0.85,0,0.15,29,Large Business,Multinational Banks,SP108,M11,D8,VP 2,SP86,M11,D10,VP 1,0.57,3,46,-0.45,0,46,1,0,0,0,16,0,0
69215,2772,0,0,10,0,0,380,0,2392,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,113,Large Business,Multinational Banks,SP88,M11,D8,VP 2,SP69,M11,D10,VP 1,0,7,2,0.15,1,12,0,0,0,0,0,0,0
69229,4000.26,0,0,21,0,0,250.8,0,3749.46,1,1,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0.36,188,Large Business,Credit Unions,SP50,M9,D7,VP 2,SP50,M9,D10,VP 1,0.34,6,17,-0.25,1,16,0,0,0,0,0,0,0
69275,10581.67,0,0,133,0,0,101.67,0,10480,1,1,131,0,56,0,18,12574.85,0,280,8,0,0,191,0,4,8,0,0,1,0,0,0,1,0.84,0.03,0.13,55,Large Business,Multinational Banks,SP40,M19,D14,VP 2,SP40,M18,D18,VP 1,0.73,26,42,-0.48,1,57,0,127,0,0,0,0,0
69286,13919.98,0,0,105,0,0,168.15,256.21,13495.62,1,2,102,28,12,1,0,3051,0,0,7,0,0,8,0,0,7,0,0,0,0,0,0,0,0.28,0.63,0.09,13,Small Business,Small Business,SP10,M11,D8,VP 2,SP10,M11,D10,VP 1,0.56,11,42,0.15,1,108,1,0,0,0,0,0,0
