UNIQUE_ID,Rev_17_GeoPod,Rev_17_B,Rev_17_C,Vol_17_GeoPod,Vol_17_B,Vol_17_C,Rev_17_GeoPod_Logistics,Rev_17_GeoPod_HR,Rev_17_GeoPod_Finance,Vol_17_GeoPod_Logistics,Vol_17_GeoPod_HR,Vol_17_GeoPod_Finance,Vol_17_Death_Event,Vol_17_Birth_Event,Vol_17_COA,Vol_17_COA_Win,Rev_17_D,Rev_17_E,Rev_17_F,Rev_17_G,Rev_17_H,Rev_17_I,Vol_17_D,Vol_17_E,Vol_17_F,Vol_17_G,Vol_17_H,Vol_17_I,Ind_2013_pushback,Ind_2014_pushback,Ind_2015_pushback,Ind_2016_pushback,Ind_2017_pushback,DataCorp_Market_Share,Major_competitor_market_share,Other_competitor_market_share,Tenure_months,Market_Segment,Sub_Segment,Sales_Person_Jun_17,RSM_Jun_17,Director_Jun_17,VP_Jun_17,Sales_Person_Dec_17,RSM_Dec_17,Director_Dec_17,VP_Dec_17,Discount_17,Count_Entities,Count_Jurisdicion,Price_Point,Vol_16_GeoPod_Logistics,Vol_16_GeoPod_HR,Vol_16_GeoPod_Finance,Vol_16_D,Vol_16_E,Vol_16_F,Vol_16_G,Vol_16_H,Vol_16_I,Attrition_Flag
34851,2855.37,0,0,14,0,0,273.45,-1.71E-13,2581.92,1,1,12,2,1,0,0,0,0,230,3,0,0,0,0,2,3,0,0,0,0,0,0,0,0.57,0,0.43,24,Large Business,Investment Firms,SP125,M12,D9,VP 2,SP125,M12,D5,VP 1,0.28040134,11,3,-0.12,1,17,0,12,0,1,0,0,0,0
34884,2691,0,0,9,0,0,0,0,2691,0,0,9,0,0,0,0,0,0,849,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0.8,0,0.2,40,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,SP22,M4,D16,VP 1,0,1,9,0.066,0,9,0,5,0,6,0,0,0,0
34902,7774,0,0,26,0,0,0,0,7774,0,0,26,0,0,0,0,0,0,0,0,0,5795,13,0,20,0,0,1,0,0,0,0,0,0.98,0,0.02,18,Large Business,Credit Unions,SP60,M9,D7,VP 2,SP60,M9,D10,VP 1,0,1,26,0.241,0,23,0,8,0,1,0,0,1,0
34908,10878.51,0,5000,144,0,2,95.25,290.26,10493,1,3,140,3,0,0,0,500,0,0,0,0,0,1,0,0,23,0,0,0,0,0,0,0,0.71,0,0.29,273,Small Business,,SP88,M11,D8,VP 2,Unassigned,Unassigned,Unassigned,Unassigned,0.7493311,110,32,0,1,146,2,1,0,0,0,0,0,0
34957,6508.15,432.63,5400,146,9,5,56.21,171.28,6280.66,1,3,142,2,8,203,3,4972.5,0,6313.16,85,0,0,40,0,40,54,0,0,0,0,0,0,0,0.24,0.01,0.75,42,Large Business,Investment Firms,SP121,M12,D9,VP 2,SP121,M12,D5,VP 1,0.85207358,41,42,-0.67,1,654,5,92,0,38,0,0,0,0
34962,38472.14,673.92,0,248,4,0,196.99,300.15,37975,1,2,245,0,4,4,1,2070.5,0,0,263,18000,0,36,0,0,263,4,0,0,0,0,0,0,0.52,0.08,0.4,156,Large Business,Multinational Banks,SP35,M16,D13,VP 2,SP35,M16,D18,VP 1,0.48160535,92,44,0.284,2,285,3,182,0,0,1,2,0,0
35031,1794,0,0,6,0,0,0,0,1794,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.4,0,15,Large Business,Credit Unions,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,2,5,0.099,1,6,0,0,0,0,0,0,0,0
35068,4819.91,0,0,50,0,0,122.01,185.9,4512,1,2,47,0,0,0,0,0,0,0,22,0,0,0,0,0,22,0,0,0,0,0,0,0,0.67,0,0.33,169,Large Business,Multinational Banks,SP32,M19,D14,VP 2,SP32,M18,D18,VP 1,0.67892977,5,43,-0.55,1,47,1,0,0,0,0,0,0,0
35152,5207.57,0,0,25,0,0,272.69,-3.98E-13,4934.88,1,1,23,0,0,0,0,1547,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,,,,215,Large Business,Credit Unions,SP125,M12,D9,VP 2,SP125,M12,D5,VP 1,0.28240803,22,3,0,1,23,0,6,0,0,0,0,0,0
35204,2772,0,0,10,0,0,380,0,2392,1,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.83,0,0.17,54,Large Business,Credit Unions,Unassigned,Unassigned,Unassigned,Unassigned,SP22,M4,D16,VP 1,0,4,6,0.099,1,7,0,3,0,0,0,0,0,0
35208,9271.23,64.9,0,156,1,0,75.89,-5.83E-13,9195.34,1,1,154,0,0,8,0,143.8,0,0,17,8225,0,3,0,0,17,2,0,0,0,0,0,0,0.1,0.76,0.14,44,Large Business,Multinational Banks,SP128,M19,D14,VP 2,SP128,M18,D18,VP 1,0.800301,7,49,-0.61,1,163,0,4,0,0,0,2,0,0
35252,2473,0,0,9,0,0,380,0,2093,1,1,7,0,0,0,0,237,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.23,0,0.77,84,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,7,4,0.066,1,7,0,18,0,0,0,0,0,0
35281,101930.62,0,0,1593,0,0,80.8,948.36,100901.46,1,5,1587,0,75,0,1,24862.18,0,0,618,46725,0,208,0,0,618,5,0,0,0,0,0,0,0.88,0,0.12,34,Large Business,Multinational Banks,SP55,M7,D5,VP 2,SP55,M7,D5,VP 1,0.78735786,80,51,-0.17,1,1522,4,99,0,0,0,2,0,0
35310,11902.76,0,0,138,0,0,110.2,7.25E-13,11792.56,1,1,136,0,1,0,0,0,0,0,235,0,0,0,0,0,235,0,0,1,0,0,0,0,0.83,0,0.17,66,Large Business,Credit Unions,SP43,M11,D8,VP 2,SP43,M11,D10,VP 1,0.71,12,51,-0.39,1,132,0,0,0,0,0,0,0,0
35382,6958,0,0,24,0,0,380,0,6578,1,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0.16,238,Large Business,Credit Unions,Unassigned,Unassigned,Unassigned,Unassigned,SP50,M9,D10,VP 1,0,4,15,0.363,1,24,0,0,0,0,0,0,0,0
35391,16530.19,3528.9,0,271,54,0,76.41,582.1,15871.68,1,6,264,0,2,0,0,21827.19,0,11312,12594,0,0,278,0,160,10409,0,0,0,0,0,0,0,0.88,0,0.12,153,Large Business,Multinational Banks,SP55,M7,D5,VP 2,SP55,M7,D5,VP 1,0.79892977,32,51,-0.41,1,262,5,233,0,164,0,0,0,0
35484,6832.35,0,0,37,0,0,239.4,5.4E-13,6592.95,1,1,35,4,2,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,,,,52,Small Business,,SP116,M6,D4,VP 2,SP116,M22,D1,VP 1,0.37,14,21,-0.23,1,36,0,0,0,0,0,0,0,0
35488,6034.12,0,0,45,0,0,173.22,2.56E-13,5860.9,1,1,43,0,0,0,0,84.6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.84,0.06,0.1,92,Large Business,Credit Unions,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.54414716,6,34,-0.38,1,42,0,3,0,0,0,0,0,0
35498,1875,0,0,7,0,0,380,0,1495,1,1,5,0,2,0,0,525,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.56,0,0.44,133,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,5,4,0.066,2,4,0,0,0,0,0,0,0,1
35550,26777.65,0,0,95,0,0,361,0,26416.65,1,1,93,1,4,0,0,149,0,0,26,0,12900,24,0,44,26,0,1,0,0,0,0,0,0.81,0.02,0.17,26,Large Business,Multinational Banks,SP110,M9,D7,VP 2,SP110,M9,D10,VP 1,0.05,31,33,0.337,1,88,0,31,0,37,0,0,1,0
35598,2691,0,0,9,0,0,0,0,2691,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0.52,73,Large Business,Credit Unions,Unassigned,Unassigned,Unassigned,Unassigned,SP43,M11,D10,VP 1,0,2,8,0.099,0,9,0,1,0,0,0,0,0,0
35610,7238.8,0,0,25,0,0,379.05,1.71E-13,6859.75,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0.1,136,Large Business,Credit Unions,SP58,M9,D7,VP 2,SP58,M9,D10,VP 1,0.00250836,22,16,0.238,1,23,0,0,0,0,0,0,0,0
35614,2093,0,0,7,0,0,0,0,2093,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0.89,0,0.11,184,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,7,0.066,0,7,0,0,0,0,0,0,0,0
35655,3769.6,0,0,14,0,0,361,0,3408.6,1,1,12,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0.58,0,0.42,94,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.05,7,7,0.013,1,12,0,0,0,0,0,0,0,0
35673,14707.7,0,0,71,0,0,266,0,14441.7,1,1,69,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,1,0,0,0,0,0.93,0,0.07,69,Large Business,Credit Unions,SP110,M9,D7,VP 2,SP110,M9,D10,VP 1,0.3,4,51,-0.01,1,69,0,5,0,0,0,0,0,0
35689,18218.77,0,0,69,0,0,339.15,1.48E-12,17879.62,1,1,67,2,8,0,0,209,294,0,9,0,25250,84,1,19,46,0,1,0,0,0,0,0,,,,96,Large Business,Multinational Banks,SP120,M19,D14,VP 2,SP120,M18,D18,VP 1,0.10749164,33,15,0.45,1,61,0,34,0,0,0,0,0,0
35716,1576,0,0,6,0,0,380,0,1196,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0.44,287,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,3,3,0.015,1,4,0,0,0,0,0,0,0,0
35793,15317.85,0,0,61,0,0,323,0,14994.85,1,1,59,0,5,0,0,6945,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0.88,0,0.12,163,Small Business,Small Business,SP68,M16,D13,VP 2,SP68,M16,D18,VP 1,0.15,25,18,0.387,1,55,0,12,0,0,0,0,0,0
35909,12992,0,0,116,0,0,0,0,12992,0,0,116,0,2,0,0,525,0,0,21,0,0,3,0,0,21,0,0,0,0,1,0,0,0.87,0,0.13,42,Large Business,Multinational Banks,SP102,M11,D8,VP 2,SP102,M11,D10,VP 1,0.62541806,12,44,-0.21,0,115,0,2,0,0,0,0,0,0
35988,4467.81,0,0,16,0,0,371.83,3.98E-13,4095.98,1,1,14,0,0,0,0,0,0,0,550,0,0,0,0,0,550,0,0,0,0,0,0,0,0.64,0,0.36,133,Large Business,Multinational Banks,SP27,M11,D8,VP 2,SP27,M11,D10,VP 1,0.02150502,11,5,0.121,1,14,0,0,0,0,136,0,0,0
35995,24100.35,0,0,95,0,0,324.9,-2.16E-12,23775.45,1,1,93,0,5,0,0,510,0,0,31,0,0,18,0,0,52,0,0,0,0,0,0,0,,,,45,Large Business,Credit Unions,SP58,M9,D7,VP 2,SP58,M9,D10,VP 1,0.14498328,60,17,0.204,1,81,0,0,0,0,0,0,0,0
36020,7439.2,0,0,30,0,0,323,0,7116.2,1,1,28,0,0,0,0,0,0,0,2,0,9750,0,0,24,2,0,1,0,0,0,0,0,,,,259,Large Business,Credit Unions,SP50,M9,D7,VP 2,SP50,M9,D10,VP 1,0.15,2,29,0.055,1,28,0,3,0,14,0,0,1,0
36059,1875,0,0,7,0,0,380,0,1495,1,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6,0,0.4,161,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,5,2,0.066,1,5,0,0,0,0,0,0,0,0
36086,6659,0,0,23,0,0,380,0,6279,1,1,21,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0.91,0,0.09,132,Large Business,Credit Unions,SP50,M9,D7,VP 2,SP50,M9,D10,VP 1,0,3,18,0.241,1,21,0,0,0,0,0,0,0,0
36115,42371.42,126.09,1900,366,1,1,147.42,-1.73E-12,42224,1,1,364,4,13,0,0,3501,0,0,69,19025,0,20,0,0,69,2,0,0,0,0,0,0,0.86,0.01,0.13,97,Large Business,Multinational Banks,SP32,M19,D14,VP 2,SP32,M18,D18,VP 1,0.61204013,35,51,-0.1,1,347,0,12,0,0,0,2,0,0
36129,6422.6,0,0,26,0,0,323,0,6099.6,1,1,24,1,0,0,0,55,0,0,11,0,0,1,0,0,11,0,0,0,0,0,0,0,0.88,0,0.12,209,Large Business,Multinational Banks,SP108,M11,D8,VP 2,SP86,M11,D10,VP 1,0.15,5,22,0.085,1,25,0,0,0,0,0,0,0,0
36135,5083,0,0,17,0,0,0,0,5083,0,0,17,3,0,0,0,1939,0,0,4,0,0,11,0,0,4,0,0,0,0,0,0,0,,,,109,Large Business,Credit Unions,SP119,M9,D7,VP 2,SP119,M9,D10,VP 1,0,5,6,0.13,0,20,0,10,0,0,0,0,0,0
36136,14844.94,0,2500,53,0,1,360.94,5.12E-13,14484,1,1,51,3,5,0,0,0,0,0,13,0,0,16,0,11,13,0,0,0,0,0,0,0,0.77,0,0.23,32,Small Business,Small Business,SP137,M16,D13,VP 2,SP137,M16,D18,VP 1,0.05016722,34,7,0.549,1,31,0,19,0,11,0,0,0,0
36249,119525.41,14720.88,0,1421,166,0,103.69,4543,114878.72,1,12,1408,35,25,1,5,28336.4,0,73760.62,5351,24636,0,235,0,994,5351,2,0,0,0,0,0,0,0.34,0.56,0.11,200,Large Business,Multinational Banks,SP107,M7,D5,VP 2,SP107,M7,D5,VP 1,0.72712375,140,51,0.061,1,1424,11,551,0,883,1,2,0,0
36274,4513.13,535.86,0,100,6,0,104.42,546.72,3861.99,1,52,47,1,0,0,0,1472,0,0,112,0,0,10,0,0,112,0,0,0,0,0,0,0,0.88,0.03,0.09,38,Large Business,Multinational Banks,SP130,M11,D8,VP 2,SP87,M11,D10,VP 1,0.72518395,22,18,-0.65,1,46,0,4,0,0,0,0,0,0
36322,1495,0,0,5,0,0,0,0,1495,0,0,5,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0.8,0,0.2,131,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,2,5,0.015,0,5,0,0,0,0,0,0,0,0
36352,41175.01,1101.98,0,218,3,0,240.85,-1.45E-12,40934.16,1,1,216,1,3,0,2,13689,550,0,622,0,0,283,2,0,720,0,0,0,0,0,0,0,0.94,0.01,0.05,264,Large Business,Multinational Banks,SP18,M16,D13,VP 2,SP18,M16,D18,VP 1,0.36618729,31,50,0.57,1,213,0,122,0,0,1,0,0,0
36429,8706.69,0,2500,33,0,1,342.89,1.25E-12,8363.8,1,1,31,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0.26,165,Small Business,Small Business,SP62,M19,D14,VP 2,SP62,M18,D18,VP 1,0.09765886,29,4,0.154,1,33,0,0,0,0,0,0,0,0
36485,11095.69,0,0,98,0,0,144.97,1.17E-12,10950.72,1,1,96,1,8,0,0,0,0,0,3,0,0,0,0,0,670,0,0,0,0,0,0,0,0.56,0.37,0.07,282,Large Business,Investment Firms,SP11,M12,D9,VP 2,SP11,M12,D5,VP 1,0.61849498,95,4,-0.32,1,93,0,0,0,0,0,0,0,1
36490,47230.8,0,0,264,0,0,228,0,47002.8,1,1,262,0,6,0,0,198,0,0,1948,0,0,4,0,0,1948,0,0,0,0,0,0,0,0.94,0,0.06,43,Large Business,Multinational Banks,SP38,M16,D13,VP 2,SP38,M16,D18,VP 1,0.4,22,50,0.652,1,257,0,4,0,0,1665,0,0,0
36550,9496.89,7535.88,10000,61,44,4,200.26,2.27E-13,9296.63,1,1,59,0,0,0,0,12329,0,0,6,0,0,53,0,0,6,0,0,0,0,0,0,0,,,,,Small Business,Small Business,SP68,M16,D13,VP 2,SP68,M16,D18,VP 1,0.47301003,39,12,-0.14,1,63,0,25,0,0,0,0,0,1
36763,2174,0,0,8,0,0,380,0,1794,1,1,6,0,1,0,0,584,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,,,,173,Large Business,Multinational Banks,SP113,Unassigned,Unassigned,Unassigned,SP61,M3,D16,VP 1,0,4,6,0.099,1,5,0,0,0,0,0,0,0,0
36813,2174,0,0,8,0,0,380,0,1794,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.5,0,0.5,46,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,6,3,0.066,1,5,0,0,0,0,0,0,0,0
36893,1576,0,0,6,0,0,380,0,1196,1,1,4,0,0,0,0,1870.3,0,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0.83,0.17,0,,Large Business,Multinational Banks,SP27,M11,D8,VP 2,SP27,M11,D10,VP 1,0,3,3,0.078,1,4,0,5,0,0,0,0,0,1
36912,3928.19,0,0,14,0,0,376.19,5.68E-14,3552,1,1,12,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0,0.13,,Large Business,Credit Unions,SP113,Unassigned,Unassigned,Unassigned,SP113,Unassigned,Unassigned,Unassigned,0.01003344,13,5,0.088,1,11,0,0,0,0,0,0,0,0
36958,24142.2,164.82,0,159,1,0,192.72,293.64,23655.84,1,2,156,0,4,0,0,3233.8,0,0,99,8000,0,36,0,0,103,2,0,0,0,0,0,0,0.84,0.07,0.1,83,Large Business,Investment Firms,SP34,M12,D9,VP 2,SP34,M12,D5,VP 1,0.49284281,55,39,0.132,1,154,1,32,0,0,0,2,0,0
36973,21217.8,0,0,119,0,0,228,0,20989.8,1,1,117,0,1,0,0,161,0,0,156,0,0,1,0,0,157,0,0,0,0,0,0,0,0.81,0.11,0.08,245,Large Business,Multinational Banks,SP118,M16,D13,VP 2,SP118,M16,D18,VP 1,0.4,18,37,0.286,1,114,0,0,0,0,0,0,0,0
37003,1576,0,0,6,0,0,380,0,1196,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,270,Large Business,Credit Unions,SP27,M11,D8,VP 2,SP27,M11,D10,VP 1,0,5,1,0.078,1,4,0,0,0,0,0,0,0,0
37059,6336.95,0,0,22,0,0,361,579,5396.95,1,2,19,0,2,0,0,219,0,0,4,0,0,2,0,0,4,0,0,0,0,0,0,0,0.9,0,0.1,157,Large Business,Credit Unions,SP95,M8,D6,VP 2,SP95,M5,D16,VP 1,0.05,2,19,0.053,1,16,1,0,0,0,0,0,0,0
37098,6958,0,0,24,0,0,380,0,6578,1,1,22,0,1,10,0,1858,0,0,10,0,0,35,0,0,10,0,0,0,0,0,0,0,0.55,0,0.45,32,Small Business,Small Business,SP51,M19,D14,VP 2,SP51,M18,D18,VP 1,0,17,3,0.279,1,46,0,30,0,0,0,0,0,0
37150,11627.44,0,0,54,0,0,277.4,-3.41E-13,11350.04,1,1,52,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0.95,0,0.05,197,Large Business,Credit Unions,SP72,M16,D13,VP 2,SP72,M16,D18,VP 1,0.27,2,51,0.202,1,52,0,0,0,0,0,0,0,0
37159,7798.24,0,0,37,0,0,273.24,-2.27E-13,7525,1,1,35,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0.95,0,0.05,265,Large Business,Investment Firms,SP27,M11,D8,VP 2,SP27,M11,D10,VP 1,0.28093645,5,32,-0.08,1,31,0,1,0,0,0,-2,0,0
37170,24152.51,0,0,202,0,0,152.51,-1.59E-12,24000,1,1,200,9,4,0,0,1464,0,0,281,0,0,7,0,0,273,0,0,0,0,1,0,0,0.65,0.13,0.22,156,Large Business,Multinational Banks,Unassigned,Unassigned,Unassigned,Unassigned,SP10,M11,D10,VP 1,0.59866221,15,51,0.113,1,195,0,19,0,0,0,0,0,0
37225,4381.36,0,0,19,0,0,304.76,-2.27E-13,4076.6,1,1,17,0,2,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0.47,0,0.53,206,Small Business,Small Business,SP27,M11,D8,VP 2,SP27,M11,D10,VP 1,0.19799331,14,10,-0.06,1,14,0,0,0,0,0,0,0,0
37313,4447.9,0,0,59,0,0,360.94,1814.96,2272,1,50,8,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0.64,0,0.36,72,Small Business,Small Business,SP137,M16,D13,VP 2,SP137,M16,D18,VP 1,0.05016722,6,7,0.046,1,8,49,0,0,0,0,0,0,0
37337,16717.2,0,0,120,0,0,228,702,15787.2,1,31,88,0,1,0,0,0,0,0,233,0,0,0,0,0,233,0,0,0,0,0,0,0,0.95,0,0.05,281,Large Business,Multinational Banks,SP20,M19,D14,VP 2,SP20,M18,D18,VP 1,0.4,18,50,-0.03,1,87,30,3,0,0,0,0,0,0
37349,1454.18,0,0,8,0,0,254.18,5.68E-14,1200,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.86,0,0.14,38,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.33110368,6,3,-0.29,1,6,0,0,0,1,0,0,0,0
37350,2392,0,0,8,0,0,0,0,2392,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0.16,0.32,16,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,4,5,0.066,0,9,0,0,0,0,0,0,0,0
37355,15880.34,217.75,0,80,1,0,254.6,3.69E-13,15625.74,1,1,78,3,1,0,0,7715,0,0,74,17000,0,136,0,0,74,2,0,0,0,0,0,0,0.93,0,0.08,33,Large Business,Multinational Banks,SP18,M16,D13,VP 2,SP18,M16,D18,VP 1,0.33,21,51,0.103,1,114,0,189,0,0,0,2,0,0
37422,752.65,0,0,9,0,0,115.65,-2.84E-14,637,1,1,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.85,0.08,214,Small Business,Small Business,SP92,M8,D6,VP 2,SP132,M5,D16,VP 1,0.69565217,7,6,-0.67,1,7,0,0,0,0,0,0,0,1
37470,25541.64,0,0,119,0,0,245.44,4053,21243.2,1,8,110,3,0,0,0,2229,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0.93,0,0.07,231,Large Business,Multinational Banks,SP117,M2,D2,VP 2,SP117,M2,D18,VP 1,0.35411371,39,50,0.279,1,113,7,5,0,0,0,0,0,0
37519,1150.48,0,0,6,0,0,277.4,0,873.08,1,1,4,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0.21,0.42,0.37,148,Large Business,Multinational Banks,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.27,3,4,-0.24,1,4,0,0,0,0,0,0,0,0
37560,2473,0,0,9,0,0,380,0,2093,1,1,7,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0.58,0,0.42,45,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,5,5,0.066,1,7,0,0,0,0,0,0,0,0
37597,21330.54,0,0,152,0,0,129.5,7342.64,13858.4,1,15,136,1,3,0,1,25363.1,0,7787.68,91,15000,0,142,0,86,91,2,0,0,0,0,0,0,0.55,0.35,0.1,43,Large Business,Multinational Banks,SP47,M2,D2,VP 2,SP47,M2,D18,VP 1,0.65919732,32,51,-0.32,1,134,14,125,0,67,0,2,0,0
37605,73141.68,0,2500,1370,0,1,67.85,103.37,72970.46,1,2,1367,70,91,0,0,72167.95,0,0,179,0,0,1721,0,0,179,0,0,0,0,0,0,0,0.84,0.01,0.16,46,Large Business,Investment Firms,SP121,M12,D9,VP 2,SP121,M12,D5,VP 1,0.82147157,989,51,-0.33,1,1409,1,1228,0,0,0,0,0,0
37607,1794,0,0,6,0,0,0,0,1794,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.13,0,0.88,287,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,6,0.066,0,6,0,2,0,0,0,0,0,0
37712,19360.78,489.12,0,257,6,0,95.32,290.46,18975,1,3,253,0,3,0,0,20249.3,0,12581.8,605,0,0,218,0,133,604,0,0,0,0,0,0,0,0.97,0,0.02,273,Large Business,Multinational Banks,SP20,M19,D14,VP 2,SP20,M18,D18,VP 1,0.74916388,27,51,-0.41,1,250,2,118,0,111,1,0,0,0
37724,8783.86,0,0,71,0,0,158.86,5.68E-13,8625,1,1,69,0,0,0,0,144,0,4752,298,0,0,1,0,33,298,0,0,0,0,0,0,0,0.9,0,0.1,78,Large Business,Credit Unions,SP108,M11,D8,VP 2,SP86,M11,D10,VP 1,0.5819398,19,33,-0.31,1,40,0,12,0,32,1,0,0,0
37787,29192.98,193.32,0,163,1,0,226.03,688.8,28278.15,1,3,159,1,14,0,0,6642.1,429,0,116,0,0,75,2,0,101,0,0,0,0,0,0,0,0.89,0,0.11,26,Large Business,Multinational Banks,SP40,M19,D14,VP 2,SP40,M18,D18,VP 1,0.40518395,25,31,0.154,1,139,2,20,0,0,0,0,0,0
37865,2303.25,0,0,11,0,0,285,0,2018.25,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.05,0.45,157,Small Business,Small Business,SP108,M11,D8,VP 2,SP86,M11,D10,VP 1,0.25,7,5,-0.12,1,9,0,0,0,0,0,0,0,0
38023,2074,0,0,6,0,0,0,579,1495,0,1,5,0,0,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,,,,135,Large Business,Multinational Banks,SP130,M11,D8,VP 2,SP87,M11,D10,VP 1,0,1,5,0.078,0,5,1,0,0,0,14,0,0,0
38031,3769.6,0,0,14,0,0,361,0,3408.6,1,1,12,0,0,0,1,15681,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0.5,0.34,0.16,279,Large Business,Investment Firms,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.05,12,3,0.044,1,12,0,109,0,0,0,0,0,0
38072,8408.86,0,0,68,0,0,158.86,5.68E-13,8250,1,1,66,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,1,0,0.93,0,0.07,276,Large Business,Credit Unions,SP68,M16,D13,VP 2,SP68,M16,D18,VP 1,0.5819398,24,9,-0.31,1,66,0,0,0,0,0,0,0,0
38097,2174,0,0,8,0,0,380,0,1794,1,1,6,0,0,0,0,226,0,0,12,0,0,2,0,0,12,0,0,0,0,0,0,0,0.8,0,0.2,45,Large Business,Credit Unions,Unassigned,Unassigned,Unassigned,Unassigned,SP61,M3,D16,VP 1,0,6,5,0.099,1,6,0,0,0,0,0,0,0,0
